"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_p50"
36059416701,"Long Beach, NY",53923
34013017400,"West Orange, NJ",53922
34027041704,"Parsippany, Parsippany-Troy Hills, NJ",53915
36081155102,"Queens County, NY",53899
34039037200,"Cranford, NJ",53894
34003036100,"South Hackensack, NJ",53889
36047076000,"Kings County, NY",53877
36047006300,"Kings County, NY",53872
36061003100,"Chinatown, New York, NY",53834
36085029104,"Richmond County, NY",53826
36047067000,"Kings County, NY",53826
36047019400,"Kings County, NY",53777
36047057500,"Kings County, NY",53771
34013021100,"Verona, NJ",53767
36081047900,"Queens County, NY",53750
36081009800,"Queens County, NY",53746
34039032500,"Hillside, NJ",53744
36081009700,"Queens County, NY",53738
36047056100,"Kings County, NY",53672
36081060100,"Queens County, NY",53662
34003046300,"Ridgefield Park, NJ",53659
36047039400,"Kings County, NY",53657
34013020800,"Livingston, NJ",53648
34003023602,"Hackensack, NJ",53646
36047025400,"Kings County, NY",53645
36081093800,"Queens County, NY",53622
34023001417,"Edison, NJ",53583
36059517801,"Locust Valley, NY",53565
36081047500,"Queens County, NY",53555
36081045000,"Queens County, NY",53537
36047063200,"Kings County, NY",53537
36047037402,"Kings County, NY",53529
36081001600,"Queens County, NY",53488
36081014202,"Queens County, NY",53482
36119003900,"North Side, Mount Vernon, NY",53476
36081070300,"Queens County, NY",53467
36081071303,"Queens County, NY",53462
36059302200,"Roslyn Heights, NY",53449
36059406100,"West Hempstead, NY",53439
36047019800,"Kings County, NY",53423
36047020800,"Kings County, NY",53413
36081085900,"Queens County, NY",53369
36047061003,"Kings County, NY",53356
36059517102,"Glen Cove, NY",53342
34017019900,"Secaucus, NJ",53338
36081020500,"Queens County, NY",53331
