"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall"
36081058300,"Queens County, NY",44745
34017014102,"North Bergen, NJ",44740
34017001900,"Journal Square, Jersey City, NJ",44696
36081016800,"Queens County, NY",44674
34031180100,"Paterson, NJ",44666
36047016900,"Kings County, NY",44663
36081028100,"Queens County, NY",44645
34003023401,"Hackensack, NJ",44639
36047056500,"Kings County, NY",44606
36081035100,"Queens County, NY",44571
36081026500,"Queens County, NY",44559
36005015800,"Bronx County, NY",44529
36081015000,"Queens County, NY",44511
36081000600,"Queens County, NY",44508
36081006501,"Queens County, NY",44467
36061007600,"Midtown, New York, NY",44378
36047047700,"Kings County, NY",44376
36081002200,"Queens County, NY",44367
36047069200,"Kings County, NY",44356
36081033900,"Queens County, NY",44342
36047057100,"Kings County, NY",44273
36047017600,"Kings County, NY",44273
36047053400,"Kings County, NY",44273
34039030802,"Elizabeth, NJ",44261
36081029100,"Queens County, NY",44243
36005028900,"Bronx County, NY",44229
36081054200,"Queens County, NY",44220
36061006700,"Lower Manhattan, New York, NY",44213
36081045400,"Queens County, NY",44174
34017004000,"West Side, Jersey City, NJ",44171
36047100800,"Kings County, NY",44164
36081006300,"Queens County, NY",44148
36119006200,"New Rochelle, NY",44145
36047012100,"Kings County, NY",44135
34013017800,"West Orange, NJ",44128
36047041600,"Kings County, NY",44118
36081018102,"Queens County, NY",44106
36059407302,"Uniondale, NY",44094
36119005702,"New Rochelle, NY",44089
36047095600,"Kings County, NY",44077
34013015700,"Bloomfield, NJ",44074
36081021400,"Queens County, NY",44054
36081047100,"Queens County, NY",44046
36085010500,"Richmond County, NY",44034
36081033700,"Queens County, NY",44031
36047030800,"Kings County, NY",44028
36081028300,"Queens County, NY",44014
36081010500,"Queens County, NY",44008
36081026700,"Queens County, NY",44002
36081086500,"Queens County, NY",43995
34013019100,"South Orange, NJ",43992
36081042700,"Queens County, NY",43990
34017018900,"Hoboken, NJ",43987
36081014300,"Queens County, NY",43976
36085022300,"Richmond County, NY",43957
36047048200,"Kings County, NY",43937
34017015100,"Guttenberg, NJ",43935
36081049200,"Queens County, NY",43930
36047016400,"Kings County, NY",43923
36081001900,"Queens County, NY",43891
36085006400,"Richmond County, NY",43839
34017013700,"East Newark, NJ",43812
36081013800,"Queens County, NY",43804
36085001700,"Richmond County, NY",43801
36047058900,"Kings County, NY",43801
36059304202,"Westbury, NY",43797
36119006000,"New Rochelle, NY",43791
36081015900,"Queens County, NY",43791
36081004500,"Queens County, NY",43755
36119004300,"North Side, Mount Vernon, NY",43744
34039032001,"Elizabeth, NJ",43728
34017013600,"Harrison, NJ",43713
36081006502,"Queens County, NY",43692
36081032700,"Queens County, NY",43679
36047049200,"Kings County, NY",43669
34039035500,"Rahway, NJ",43653
36047024000,"Kings County, NY",43640
34031124900,"Clifton, NJ",43637
36005004001,"Bronx County, NY",43629
36047013300,"Kings County, NY",43616
36081085500,"Queens County, NY",43596
36081065400,"Queens County, NY",43577
36047006900,"Kings County, NY",43565
36081017900,"Queens County, NY",43556
36047014900,"Kings County, NY",43553
36085023900,"Richmond County, NY",43552
34023003600,"Carteret, NJ",43530
36081077908,"Queens County, NY",43522
36081028900,"Queens County, NY",43501
36061027300,"Upper Manhattan, New York, NY",43501
36047010400,"Kings County, NY",43483
36081001400,"Queens County, NY",43442
34017018100,"Weehawken, NJ",43410
36119001302,"Park Hill, Yonkers, NY",43394
36081086900,"Queens County, NY",43391
36081027100,"Queens County, NY",43374
36047021600,"Kings County, NY",43360
36047010800,"Kings County, NY",43348
36005028100,"Bronx County, NY",43340
36081004002,"Queens County, NY",43314
36081018300,"Queens County, NY",43308
34031175701,"Passaic, NJ",43293
36059404902,"Elmont, NY",43289
36081066000,"Queens County, NY",43289
36081000400,"Queens County, NY",43278
34003023602,"Hackensack, NJ",43275
36061011202,"Midtown, New York, NY",43274
36047096400,"Kings County, NY",43270
36047011800,"Kings County, NY",43260
36047096200,"Kings County, NY",43235
36085021300,"Richmond County, NY",43230
36059414301,"Freeport, NY",43201
36061014700,"Lincoln Square, New York, NY",43176
36081086300,"Queens County, NY",43159
36047073800,"Kings County, NY",43126
36081084000,"Queens County, NY",43112
36005027900,"Bronx County, NY",43111
36081026300,"Queens County, NY",43109
36081012200,"Queens County, NY",43095
34013014400,"Belleville, NJ",43033
34017000300,"The Heights, Jersey City, NJ",43031
36061003602,"Bowery, New York, NY",43012
36119006500,"New Rochelle, NY",43011
36047056300,"Kings County, NY",42989
34017017400,"Union City, NJ",42978
36081046100,"Queens County, NY",42950
36081009400,"Queens County, NY",42931
36005033000,"Bronx County, NY",42926
36047067800,"Kings County, NY",42903
36081026901,"Queens County, NY",42884
36081040200,"Queens County, NY",42816
36047005100,"Kings County, NY",42763
36061023801,"Roosevelt Island, New York, NY",42743
36119005901,"New Rochelle, NY",42739
36061003200,"Lower Manhattan, New York, NY",42719
34017005600,"Greenville, Jersey City, NJ",42714
34003054100,"Teaneck, NJ",42692
36047100600,"Kings County, NY",42680
34017002000,"Journal Square, Jersey City, NJ",42674
36081005700,"Queens County, NY",42665
36047067600,"Kings County, NY",42633
36081027500,"Queens County, NY",42577
36047073200,"Kings County, NY",42547
36061000600,"Lower East Side, New York, NY",42541
36047009200,"Kings County, NY",42535
34017011600,"Constable Hook, Bayonne, NJ",42531
34013008000,"Central Business District, Newark, NJ",42524
36061007800,"Midtown, New York, NY",42520
34013014500,"Belleville, NJ",42506
34039030600,"Elizabeth, NJ",42469
36005023800,"Bronx County, NY",42414
36047013700,"Kings County, NY",42403
34017018500,"Hoboken, NJ",42394
36047002100,"Kings County, NY",42391
36081026100,"Queens County, NY",42368
36061011100,"Midtown, New York, NY",42277
36081013200,"Queens County, NY",42272
36081007100,"Queens County, NY",42271
36005028700,"Bronx County, NY",42230
36061008700,"Midtown, New York, NY",42222
36047032800,"Kings County, NY",42209
36081058900,"Queens County, NY",42207
36081054700,"Queens County, NY",42204
36005019400,"Bronx County, NY",42198
36047016100,"Kings County, NY",42197
34039030900,"Elizabeth, NJ",42189
36047049800,"Kings County, NY",42183
34039031801,"Elizabeth, NJ",42146
34031175703,"Passaic, NJ",42127
36047102200,"Kings County, NY",42104
34017017900,"Weehawken, NJ",42092
36081046400,"Queens County, NY",42077
36061004000,"Lower Manhattan, New York, NY",42070
36081012602,"Queens County, NY",42043
36005041400,"Bronx County, NY",42033
36047074200,"Kings County, NY",42003
34039031903,"Elizabeth, NJ",41995
36047049500,"Kings County, NY",41970
36047040200,"Kings County, NY",41945
36061018100,"Upper West Side, New York, NY",41944
36047023800,"Kings County, NY",41925
36081046200,"Queens County, NY",41910
36081094203,"Queens County, NY",41851
36047010000,"Kings County, NY",41838
36081044302,"Queens County, NY",41823
36005009600,"Bronx County, NY",41817
36081041500,"Queens County, NY",41807
36047102600,"Kings County, NY",41801
34017007500,"Downtown Jersey City, Jersey City, NJ",41799
34013017000,"Montclair, NJ",41788
36061008100,"Midtown, New York, NY",41787
36047014700,"Kings County, NY",41767
36061028100,"Fort George, New York, NY",41697
34039035800,"Rahway, NJ",41693
36047004300,"Kings County, NY",41644
34017007100,"Journal Square, Jersey City, NJ",41643
36081043702,"Queens County, NY",41633
34017032400,"West New York, NJ",41627
36081046600,"Queens County, NY",41616
36005042800,"Bronx County, NY",41591
36061013700,"Midtown, New York, NY",41587
36047097000,"Kings County, NY",41584
36081002000,"Queens County, NY",41573
34017018800,"Hoboken, NJ",41544
36081014100,"Queens County, NY",41544
36005033201,"Bronx County, NY",41523
36047012200,"Kings County, NY",41488
36047096600,"Kings County, NY",41479
36047036400,"Kings County, NY",41478
36047057900,"Kings County, NY",41434
34017015002,"Guttenberg, NJ",41426
36047002200,"Kings County, NY",41406
36047021400,"Kings County, NY",41391
36081046900,"Queens County, NY",41336
36059304100,"Westbury, NY",41254
36081006100,"Queens County, NY",41242
36047095400,"Kings County, NY",41225
36081026902,"Queens County, NY",41203
36081049600,"Queens County, NY",41172
36081009100,"Queens County, NY",41167
36005035000,"Bronx County, NY",41166
36081103202,"Queens County, NY",41165
36085008100,"Richmond County, NY",41155
34023004200,"Perth Amboy, NJ",41150
36005036000,"Bronx County, NY",41149
36081015802,"Queens County, NY",41147
34017019200,"Hoboken, NJ",41145
36047007700,"Kings County, NY",41144
36047044300,"Kings County, NY",41139
34031175704,"Passaic, NJ",41135
36061007300,"Lower Manhattan, New York, NY",41130
36081063800,"Queens County, NY",41128
36081027900,"Queens County, NY",41102
36081016600,"Queens County, NY",41096
36119003600,"North Side, Mount Vernon, NY",41080
36081007700,"Queens County, NY",41065
34017001400,"The Heights, Jersey City, NJ",41064
36047012901,"Kings County, NY",41048
36081065600,"Queens County, NY",41044
36081008300,"Queens County, NY",41037
36047099600,"Kings County, NY",41029
36061008900,"Midtown, New York, NY",41028
36005022800,"Bronx County, NY",41013
36081011600,"Queens County, NY",41007
36081011900,"Queens County, NY",40948
34039034100,"Roselle, NJ",40938
36047022400,"Kings County, NY",40923
36059407402,"Uniondale, NY",40894
34039034200,"Roselle, NJ",40846
34023004700,"Perth Amboy, NJ",40804
36081037700,"Queens County, NY",40790
34013019200,"South Orange, NJ",40787
36059517200,"Glen Cove, NY",40780
36061001800,"Lower Manhattan, New York, NY",40778
36047001300,"Kings County, NY",40766
34003054200,"Teaneck, NJ",40766
36081046500,"Queens County, NY",40763
36047152200,"Kings County, NY",40737
34031183101,"Paterson, NJ",40721
34017017100,"Union City, NJ",40707
36005042300,"Bronx County, NY",40633
36081046800,"Queens County, NY",40632
36005022401,"Bronx County, NY",40580
36081011400,"Queens County, NY",40578
36047093200,"Kings County, NY",40577
36081016400,"Queens County, NY",40560
36081055100,"Queens County, NY",40554
36081020800,"Queens County, NY",40554
34017015300,"West New York, NJ",40532
36047068000,"Kings County, NY",40507
36047048000,"Kings County, NY",40499
36081012601,"Queens County, NY",40455
36005041900,"Bronx County, NY",40445
36047049400,"Kings County, NY",40423
34039039100,"Plainfield, NJ",40408
36047012000,"Kings County, NY",40391
36081046700,"Queens County, NY",40384
36047007600,"Kings County, NY",40381
36081084900,"Queens County, NY",40371
34017017800,"Union City, NJ",40352
34039035300,"Linden, NJ",40326
36081023600,"Queens County, NY",40312
34017007600,"Downtown Jersey City, Jersey City, NJ",40274
36061026700,"Fort George, New York, NY",40257
36061018500,"Upper West Side, New York, NY",40237
36047024200,"Kings County, NY",40235
34017017300,"Union City, NJ",40205
34017002800,"McGinley Square, Jersey City, NJ",40200
36047072400,"Kings County, NY",40193
36047011700,"Kings County, NY",40176
36081043900,"Queens County, NY",40175
34017016000,"West New York, NJ",40173
36047007200,"Kings County, NY",40170
36081018101,"Queens County, NY",40161
36081041100,"Queens County, NY",40128
34017000800,"The Heights, Jersey City, NJ",40120
36047061003,"Kings County, NY",40107
34017016200,"Union City, NJ",40103
36061010300,"Midtown, New York, NY",40054
36081055700,"Queens County, NY",40044
36047040000,"Kings County, NY",40033
36047048600,"Kings County, NY",40004
36061003002,"Alphabet City, New York, NY",39987
36047050400,"Kings County, NY",39971
34017016400,"Union City, NJ",39970
36061009700,"Midtown, New York, NY",39957
36081066400,"Queens County, NY",39946
36061019100,"Bloomingdale, New York, NY",39940
34031125100,"Botany Village, Clifton, NJ",39905
36047072200,"Kings County, NY",39894
36061012100,"Hell's Kitchen, New York, NY",39887
34017004800,"Hackensack River Waterfront, Jersey City, NJ",39876
34017018400,"Hoboken, NJ",39817
34013009400,"Forest Hill, Newark, NJ",39808
36047052600,"Kings County, NY",39792
34013007501,"North Ironbound, Newark, NJ",39784
34039035900,"Rahway, NJ",39781
36047072600,"Kings County, NY",39756
36119003700,"North Side, Mount Vernon, NY",39728
36005009800,"Bronx County, NY",39725
34013019600,"Maplewood, NJ",39713
34017000200,"The Heights, Jersey City, NJ",39705
36081061601,"Queens County, NY",39699
36047098400,"Kings County, NY",39683
36085000300,"Richmond County, NY",39681
34017016900,"Union City, NJ",39680
36081039900,"Queens County, NY",39646
36005034200,"Bronx County, NY",39629
36005029600,"Bronx County, NY",39621
36081063000,"Queens County, NY",39619
36061009900,"Midtown, New York, NY",39597
36047008800,"Kings County, NY",39574
36081053200,"Queens County, NY",39565
36061012700,"Midtown, New York, NY",39554
36047022600,"Kings County, NY",39544
36047116800,"Kings County, NY",39542
36047118600,"Kings County, NY",39505
36081100802,"Queens County, NY",39495
36081045200,"Queens County, NY",39469
36047013900,"Kings County, NY",39433
34017016300,"Union City, NJ",39431
34039031100,"Elizabeth, NJ",39403
36081054900,"Queens County, NY",39394
36081068000,"Queens County, NY",39377
34039035100,"Linden, NJ",39367
34039034300,"Roselle, NJ",39338
36081034700,"Queens County, NY",39333
36085002100,"Richmond County, NY",39331
36047084800,"Kings County, NY",39328
36059416500,"Long Beach, NY",39314
36047009600,"Kings County, NY",39303
36081084500,"Queens County, NY",39300
36005042901,"Bronx County, NY",39295
36047050300,"Kings County, NY",39285
36005043600,"Bronx County, NY",39272
36047014500,"Kings County, NY",39258
36047051900,"Kings County, NY",39248
36081043701,"Queens County, NY",39243
36081014400,"Queens County, NY",39242
36005020000,"Bronx County, NY",39241
36047010100,"Kings County, NY",39238
36005041300,"Bronx County, NY",39209
34017017200,"Union City, NJ",39208
36047011400,"Kings County, NY",39189
34017001800,"Journal Square, Jersey City, NJ",39152
36047011000,"Kings County, NY",39151
36081027700,"Queens County, NY",39148
36047099400,"Kings County, NY",39138
36005022404,"Bronx County, NY",39112
36047014300,"Kings County, NY",39094
36047003100,"Kings County, NY",39084
36047096800,"Kings County, NY",39069
34023004400,"Perth Amboy, NJ",39047
36047118800,"Kings County, NY",39038
34017015500,"West New York, NJ",39001
36081001800,"Queens County, NY",38967
34003023502,"Hackensack, NJ",38963
36081027300,"Queens County, NY",38949
36081055300,"Queens County, NY",38945
36047101400,"Kings County, NY",38899
36061003601,"Bowery, New York, NY",38893
36061025500,"Upper Manhattan, New York, NY",38872
36061015200,"Upper East Side, New York, NY",38835
36047010200,"Kings County, NY",38789
36005000200,"Bronx County, NY",38769
34017003100,"Bergen/Lafayette, Jersey City, NJ",38767
34023005000,"Perth Amboy, NJ",38756
34017016700,"Union City, NJ",38736
36081035700,"Queens County, NY",38717
36005020400,"Bronx County, NY",38649
36081015801,"Queens County, NY",38631
34017007700,"Newport, Jersey City, NJ",38627
34039030702,"Elizabeth, NJ",38618
36085032300,"Richmond County, NY",38614
36081007900,"Queens County, NY",38596
36047018700,"Kings County, NY",38584
34039031000,"Elizabeth, NJ",38571
36061003800,"East Village, New York, NY",38565
34039031904,"Elizabeth, NJ",38551
36047051800,"Kings County, NY",38551
36047048400,"Kings County, NY",38531
36081061602,"Queens County, NY",38507
36047002000,"Kings County, NY",38504
34031175602,"Passaic, NJ",38495
36047009000,"Kings County, NY",38481
36061018300,"Upper West Side, New York, NY",38474
36081017200,"Queens County, NY",38423
36047119000,"Kings County, NY",38414
36061002500,"Lower Manhattan, New York, NY",38399
36047023400,"Kings County, NY",38377
34017016500,"Union City, NJ",38336
34023004100,"Perth Amboy, NJ",38301
36047044700,"Kings County, NY",38301
34017017700,"Union City, NJ",38288
36047095800,"Kings County, NY",38268
36081010800,"Queens County, NY",38220
36081015700,"Queens County, NY",38216
36005041100,"Bronx County, NY",38209
36081055900,"Queens County, NY",38194
34017001100,"The Heights, Jersey City, NJ",38132
36081061200,"Queens County, NY",38096
36005034400,"Bronx County, NY",38085
36047011200,"Kings County, NY",38079
34031181900,"Paterson, NJ",38055
34017015802,"West New York, NJ",38054
36059407301,"Uniondale, NY",38053
36047000200,"Kings County, NY",38051
36061006500,"Lower Manhattan, New York, NY",38032
36047052000,"Kings County, NY",38021
36081060000,"Queens County, NY",38020
36047023000,"Kings County, NY",37989
34003023100,"Hackensack, NJ",37988
36061015601,"Upper East Side, New York, NY",37981
34039031601,"Elizabeth, NJ",37965
36047008200,"Kings County, NY",37962
36047051500,"Kings County, NY",37959
36085023100,"Richmond County, NY",37959
34013000100,"Forest Hill, Newark, NJ",37927
36047049900,"Kings County, NY",37908
36061013300,"Hell's Kitchen, New York, NY",37890
36081023500,"Queens County, NY",37888
36047007400,"Kings County, NY",37879
36061030300,"Inwood, New York, NY",37877
36061000202,"Lower Manhattan, New York, NY",37860
34017015202,"West New York, NJ",37851
36047101000,"Kings County, NY",37845
34013009500,"Forest Hill, Newark, NJ",37838
36059414304,"Freeport, NY",37836
36059414201,"Freeport, NY",37820
36119006300,"New Rochelle, NY",37814
36047021100,"Kings County, NY",37805
36047117201,"Kings County, NY",37794
34003015200,"Englewood, NJ",37770
36047049100,"Kings County, NY",37735
36119000202,"Ludlow, Yonkers, NY",37713
36081020600,"Queens County, NY",37665
34023004300,"Perth Amboy, NJ",37661
34013016600,"Montclair, NJ",37659
34017000700,"The Heights, Jersey City, NJ",37608
34017017000,"Union City, NJ",37593
34013017700,"West Orange, NJ",37593
34023004000,"Perth Amboy, NJ",37576
36061017700,"Upper West Side, New York, NY",37575
36047050500,"Kings County, NY",37573
36047009800,"Kings County, NY",37557
34017015600,"West New York, NJ",37557
36005040702,"Bronx County, NY",37546
34013007502,"North Ironbound, Newark, NJ",37539
34013019700,"Maplewood, NJ",37539
36047105801,"Kings County, NY",37532
36047044500,"Kings County, NY",37530
36081059000,"Queens County, NY",37530
36005009200,"Bronx County, NY",37493
36081060600,"Queens County, NY",37489
36047083200,"Kings County, NY",37489
36047067200,"Kings County, NY",37483
36059407203,"Hempstead, NY",37476
36005021200,"Bronx County, NY",37475
34017017600,"Union City, NJ",37448
36081053800,"Queens County, NY",37433
34017010900,"Constable Hook, Bayonne, NJ",37407
36005022200,"Bronx County, NY",37328
36047073000,"Kings County, NY",37325
36005026100,"Bronx County, NY",37308
36081053401,"Queens County, NY",37307
36047117601,"Kings County, NY",37304
36047036700,"Kings County, NY",37304
36047021800,"Kings County, NY",37294
36061002800,"Alphabet City, New York, NY",37277
36005044200,"Bronx County, NY",37240
34017007000,"Downtown Jersey City, Jersey City, NJ",37235
36005023000,"Bronx County, NY",37204
36047118202,"Kings County, NY",37191
36061002201,"Lower Manhattan, New York, NY",37168
36047083800,"Kings County, NY",37154
36081042400,"Queens County, NY",37152
36047114201,"Kings County, NY",37137
36047102800,"Kings County, NY",37125
36059407401,"Uniondale, NY",37119
34031182700,"Paterson, NJ",37101
36047117602,"Kings County, NY",37066
36047078400,"Kings County, NY",37044
36047072800,"Kings County, NY",37044
34017016800,"Union City, NJ",37038
36005021602,"Bronx County, NY",37030
36047051100,"Kings County, NY",37021
36059407102,"Hempstead, NY",37008
36081016300,"Queens County, NY",37003
36047077200,"Kings County, NY",36981
36059414100,"Freeport, NY",36956
36061015802,"East Harlem, New York, NY",36935
34003015400,"Englewood, NJ",36931
34017011000,"Constable Hook, Bayonne, NJ",36921
36005044400,"Bronx County, NY",36908
34017006200,"Greenville, Jersey City, NJ",36900
34031183000,"Paterson, NJ",36898
36005042600,"Bronx County, NY",36872
36081018800,"Queens County, NY",36860
36047100400,"Kings County, NY",36848
36081017600,"Queens County, NY",36843
36047102000,"Kings County, NY",36827
36047078000,"Kings County, NY",36816
36085000900,"Richmond County, NY",36801
36047022200,"Kings County, NY",36799
34039032300,"Hillside, NJ",36793
36081050202,"Queens County, NY",36784
36081064600,"Queens County, NY",36709
36061028300,"Fort George, New York, NY",36707
36047117800,"Kings County, NY",36698
36081044301,"Queens County, NY",36672
36081056800,"Queens County, NY",36652
36005007400,"Bronx County, NY",36632
36047095000,"Kings County, NY",36631
36081005500,"Queens County, NY",36589
36047054900,"Kings County, NY",36587
36005007600,"Bronx County, NY",36572
34039034000,"Roselle, NJ",36563
34017006100,"Greenville, Jersey City, NJ",36548
36047044100,"Kings County, NY",36547
36081000100,"Queens County, NY",36535
34017004900,"West Side, Jersey City, NJ",36516
36061000201,"Lower Manhattan, New York, NY",36492
36047101800,"Kings County, NY",36480
36047023600,"Kings County, NY",36477
36005032800,"Bronx County, NY",36465
36005020200,"Bronx County, NY",36455
34039036000,"Rahway, NJ",36453
36059407204,"Hempstead, NY",36443
34017018000,"Weehawken, NJ",36420
36047013500,"Kings County, NY",36338
36081044602,"Queens County, NY",36330
34017006400,"Downtown Jersey City, Jersey City, NJ",36329
36081058000,"Queens County, NY",36325
36081063200,"Queens County, NY",36292
36047055300,"Kings County, NY",36290
36061028700,"Fort George, New York, NY",36290
36059406702,"Hempstead, NY",36286
36081081800,"Queens County, NY",36285
34017004101,"West Side, Jersey City, NJ",36274
34023004800,"Perth Amboy, NJ",36270
36005008400,"Bronx County, NY",36232
36081014201,"Queens County, NY",36220
34017019100,"Hoboken, NJ",36205
36005007800,"Bronx County, NY",36168
36061006600,"Midtown, New York, NY",36165
36047018300,"Kings County, NY",36158
36059411100,"Inwood, NY",36156
36119004100,"Oakwood Heights, Mount Vernon, NY",36129
36081032800,"Queens County, NY",36105
36081040700,"Queens County, NY",36105
36061001402,"Lower Manhattan, New York, NY",36102
36047099000,"Kings County, NY",36098
36005007200,"Bronx County, NY",36088
36005042500,"Bronx County, NY",36037
36047077600,"Kings County, NY",36019
36047118400,"Kings County, NY",36018
34013017200,"Montclair, NJ",36002
36081039800,"Queens County, NY",35961
36061002602,"Alphabet City, New York, NY",35952
36047008000,"Kings County, NY",35932
36047014100,"Kings County, NY",35924
36081096400,"Queens County, NY",35918
36047003300,"Kings County, NY",35903
36047034800,"Kings County, NY",35879
36081056500,"Queens County, NY",35858
36047099800,"Kings County, NY",35835
36081122702,"Queens County, NY",35827
34017015700,"West New York, NJ",35823
36081037500,"Queens County, NY",35819
36047047800,"Kings County, NY",35807
36005044800,"Bronx County, NY",35766
36047012902,"Kings County, NY",35758
34017016600,"Union City, NJ",35755
36005042200,"Bronx County, NY",35740
36047022800,"Kings County, NY",35729
36061009300,"Midtown, New York, NY",35722
36047086600,"Kings County, NY",35716
36047074000,"Kings County, NY",35700
36081024000,"Queens County, NY",35699
34023004900,"Perth Amboy, NJ",35691
36047048500,"Kings County, NY",35630
36047076400,"Kings County, NY",35609
36081059400,"Queens County, NY",35586
36047085000,"Kings County, NY",35570
36005034000,"Bronx County, NY",35538
36061011900,"Midtown, New York, NY",35527
36047078600,"Kings County, NY",35484
34013000200,"Upper Roseville, Newark, NJ",35480
36081046000,"Queens County, NY",35451
36047117202,"Kings County, NY",35434
36005042902,"Bronx County, NY",35427
36005041500,"Bronx County, NY",35393
36047047600,"Kings County, NY",35380
36005023600,"Bronx County, NY",35361
36005000400,"Bronx County, NY",35360
36059414202,"Freeport, NY",35318
34003023501,"Hackensack, NJ",35316
34013010200,"East Orange, NJ",35286
36081004700,"Queens County, NY",35276
36005007000,"Bronx County, NY",35267
36119000201,"Ludlow, Yonkers, NY",35253
36047036200,"Kings County, NY",35245
36085001100,"Richmond County, NY",35226
36081026600,"Queens County, NY",35224
36085004000,"Richmond County, NY",35224
36047047200,"Kings County, NY",35223
36059407501,"Uniondale, NY",35223
36081018000,"Queens County, NY",35214
36005022403,"Bronx County, NY",35168
36081017400,"Queens County, NY",35166
36005030200,"Bronx County, NY",35160
36047033500,"Kings County, NY",35160
36047105804,"Kings County, NY",35131
36047073400,"Kings County, NY",35086
36047035200,"Kings County, NY",35076
36081040300,"Queens County, NY",35074
36047073600,"Kings County, NY",35070
34013018900,"City of Orange, NJ",35050
36081079200,"Queens County, NY",35048
36047043900,"Kings County, NY",35022
34039031802,"Elizabeth, NJ",35022
36081035300,"Queens County, NY",35019
34013018800,"City of Orange, NJ",35016
36047019700,"Kings County, NY",35011
36081008100,"Queens County, NY",35005
36047083400,"Kings County, NY",34990
36005037000,"Bronx County, NY",34948
36081040900,"Queens County, NY",34931
36005032400,"Bronx County, NY",34919
36061003001,"Lower Manhattan, New York, NY",34915
36005046201,"Bronx County, NY",34914
34013016800,"Montclair, NJ",34880
34013016700,"Montclair, NJ",34862
34017006300,"Greenville, Jersey City, NJ",34831
36005026702,"Bronx County, NY",34830
36081036800,"Queens County, NY",34828
36005038800,"Bronx County, NY",34828
36005027700,"Bronx County, NY",34821
34039032200,"Hillside, NJ",34818
34017016100,"Union City, NJ",34809
36005043400,"Bronx County, NY",34759
36061015100,"Lincoln Square, New York, NY",34720
36005033202,"Bronx County, NY",34705
34017001202,"Journal Square, Jersey City, NJ",34683
36047118201,"Kings County, NY",34642
34039031700,"Elizabeth, NJ",34602
36047051400,"Kings County, NY",34586
36005038900,"Bronx County, NY",34577
36061021100,"Upper Manhattan, New York, NY",34571
36081059600,"Queens County, NY",34565
36081059800,"Queens County, NY",34556
36059407502,"Uniondale, NY",34539
36119004000,"North Side, Mount Vernon, NY",34533
34017015900,"West New York, NJ",34532
36081019900,"Queens County, NY",34532
36005035600,"Bronx County, NY",34524
36005043000,"Bronx County, NY",34510
36081023800,"Queens County, NY",34509
36047019900,"Kings County, NY",34498
34039032800,"Union County, NJ",34472
36047022000,"Kings County, NY",34467
36081051000,"Queens County, NY",34445
36081061800,"Queens County, NY",34444
36081058200,"Queens County, NY",34415
34023004500,"Perth Amboy, NJ",34395
36047033300,"Kings County, NY",34391
36047047400,"Kings County, NY",34377
34039030500,"Elizabeth, NJ",34359
34031183102,"Paterson, NJ",34347
36047085400,"Kings County, NY",34343
34013002201,"Upper Vailsburg, Newark, NJ",34336
34017017500,"Union City, NJ",34329
36005041800,"Bronx County, NY",34292
34031182500,"Paterson, NJ",34272
36005042000,"Bronx County, NY",34238
36047093000,"Kings County, NY",34231
36119001303,"Park Hill, Yonkers, NY",34219
36005040400,"Bronx County, NY",34214
36047087200,"Kings County, NY",34203
36081037100,"Queens County, NY",34192
36047051700,"Kings County, NY",34168
36005042400,"Bronx County, NY",34158
36081035800,"Queens County, NY",34144
36081052400,"Queens County, NY",34133
36047050700,"Kings County, NY",34119
34017019400,"Hoboken, NJ",34117
36047016300,"Kings County, NY",34111
36085013302,"Richmond County, NY",34110
34017002700,"West Side, Jersey City, NJ",34100
36047077400,"Kings County, NY",34075
36005021601,"Bronx County, NY",34068
36047097400,"Kings County, NY",34067
36047120200,"Kings County, NY",34067
36005003800,"Bronx County, NY",34060
36047076600,"Kings County, NY",34042
34013000800,"Lower Roseville, Newark, NJ",34018
36081004300,"Queens County, NY",34003
36047119200,"Kings County, NY",33997
34039031300,"Elizabeth, NJ",33992
34017001300,"The Heights, Jersey City, NJ",33985
36081040100,"Queens County, NY",33957
34017004700,"Jersey City, NJ",33947
36047011900,"Kings County, NY",33942
36005022703,"Bronx County, NY",33936
34013012700,"Irvington, NJ",33924
36081095400,"Queens County, NY",33921
36081017000,"Queens County, NY",33918
36005006800,"Bronx County, NY",33891
36005033800,"Bronx County, NY",33886
34017002300,"Downtown Jersey City, Jersey City, NJ",33857
36061027100,"Fort George, New York, NY",33843
36081045500,"Queens County, NY",33826
36047098800,"Kings County, NY",33825
34013012000,"Irvington, NJ",33824
36061017000,"East Harlem, New York, NY",33817
34031182800,"Paterson, NJ",33794
36081081400,"Queens County, NY",33766
36047034500,"Kings County, NY",33747
36059407201,"Hempstead, NY",33738
36061003400,"Alphabet City, New York, NY",33726
36005005400,"Bronx County, NY",33720
36081065000,"Queens County, NY",33718
36081099801,"Queens County, NY",33702
36005039800,"Bronx County, NY",33691
34039034400,"Roselle, NJ",33681
36081099200,"Queens County, NY",33680
34013009700,"North Broadway, Newark, NJ",33678
34031180202,"Paterson, NJ",33676
34017004200,"West Side, North Bergen, NJ",33672
36047092800,"Kings County, NY",33654
36047020700,"Kings County, NY",33651
36047087600,"Kings County, NY",33615
36081054000,"Queens County, NY",33612
36047051300,"Kings County, NY",33591
34013012200,"Irvington, NJ",33590
34013009300,"North Broadway, Newark, NJ",33584
34013000300,"Upper Roseville, Newark, NJ",33576
36061025100,"Upper Manhattan, New York, NY",33571
36081030600,"Queens County, NY",33557
36081044400,"Queens County, NY",33534
